7.139351E-12,-1.520246E+0
3.472222E-2,-1.517343E+0
6.944444E-2,-1.514439E+0
1.041667E-1,-1.511536E+0
1.388889E-1,-1.508633E+0
1.736111E-1,-1.505730E+0
2.083333E-1,-1.502826E+0
2.430556E-1,-1.499923E+0
2.777778E-1,-1.497020E+0
3.125000E-1,-1.494117E+0
3.472222E-1,-1.491214E+0
3.819444E-1,-1.488310E+0
4.166667E-1,-1.485407E+0
4.513889E-1,-1.482504E+0
4.861111E-1,-1.479601E+0
5.208333E-1,-1.476698E+0
5.555556E-1,-1.473794E+0
5.902778E-1,-1.470891E+0
6.250000E-1,-1.467988E+0
6.597222E-1,-1.465085E+0
6.944444E-1,-1.462181E+0
7.291667E-1,-1.459278E+0
7.638889E-1,-1.456375E+0
7.986111E-1,-1.453472E+0
8.333333E-1,-1.450569E+0
8.680556E-1,-1.447665E+0
9.027778E-1,-1.444762E+0
9.375000E-1,-1.441859E+0
9.722222E-1,-1.438956E+0
1.006944E+0,-1.436052E+0
1.041667E+0,-1.433149E+0
1.076389E+0,-1.430246E+0
1.111111E+0,-1.427343E+0
1.145833E+0,-1.424440E+0
1.180556E+0,-1.421536E+0
1.215278E+0,-1.418633E+0
1.250000E+0,-1.415730E+0
1.284722E+0,-1.412827E+0
1.319444E+0,-1.409924E+0
1.354167E+0,-1.407020E+0
1.388889E+0,-1.404117E+0
1.423611E+0,-1.401214E+0
1.458333E+0,-1.398311E+0
1.493056E+0,-1.395407E+0
1.527778E+0,-1.392504E+0
1.562500E+0,-1.389601E+0
1.597222E+0,-1.386698E+0
1.631944E+0,-1.383795E+0
1.666667E+0,-1.380891E+0
1.701389E+0,-1.377988E+0
1.736111E+0,-1.375085E+0
1.770833E+0,-1.372182E+0
1.805556E+0,-1.369279E+0
1.840278E+0,-1.366375E+0
1.875000E+0,-1.363472E+0
1.909722E+0,-1.360569E+0
1.944444E+0,-1.357666E+0
1.979167E+0,-1.354762E+0
2.013889E+0,-1.351859E+0
2.048611E+0,-1.348956E+0
2.083333E+0,-1.346053E+0
2.118056E+0,-1.343150E+0
2.152778E+0,-1.340246E+0
2.187500E+0,-1.337343E+0
2.222222E+0,-1.334440E+0
2.256944E+0,-1.331537E+0
2.291667E+0,-1.328634E+0
2.326389E+0,-1.325730E+0
2.361111E+0,-1.322827E+0
2.395833E+0,-1.319924E+0
2.430556E+0,-1.317021E+0
2.465278E+0,-1.314117E+0
2.500000E+0,-1.311214E+0
2.534722E+0,-1.308311E+0
2.569444E+0,-1.305408E+0
2.604167E+0,-1.302505E+0
2.638889E+0,-1.299601E+0
2.673611E+0,-1.296698E+0
2.708333E+0,-1.293795E+0
2.743056E+0,-1.290892E+0
2.777778E+0,-1.287989E+0
2.812500E+0,-1.285085E+0
2.847222E+0,-1.282182E+0
2.881944E+0,-1.279279E+0
2.916667E+0,-1.276376E+0
2.951389E+0,-1.273472E+0
2.986111E+0,-1.270569E+0
3.020833E+0,-1.267666E+0
3.055556E+0,-1.264763E+0
3.090278E+0,-1.261860E+0
3.125000E+0,-1.258956E+0
3.159722E+0,-1.256053E+0
3.194444E+0,-1.253150E+0
3.229167E+0,-1.250247E+0
3.263889E+0,-1.247344E+0
3.298611E+0,-1.244440E+0
3.333333E+0,-1.241537E+0
3.368056E+0,-1.238634E+0
3.402778E+0,-1.235731E+0
3.437500E+0,-1.232827E+0
3.472222E+0,-1.229924E+0
3.506944E+0,-1.227021E+0
3.541667E+0,-1.224118E+0
3.576389E+0,-1.221215E+0
3.611111E+0,-1.218311E+0
3.645833E+0,-1.215408E+0
3.680556E+0,-1.212505E+0
3.715278E+0,-1.209602E+0
3.750000E+0,-1.206699E+0
3.784722E+0,-1.203795E+0
3.819444E+0,-1.200892E+0
3.854167E+0,-1.197989E+0
3.888889E+0,-1.195086E+0
3.923611E+0,-1.192182E+0
3.958333E+0,-1.189279E+0
3.993056E+0,-1.186376E+0
4.027778E+0,-1.183473E+0
4.062500E+0,-1.180570E+0
4.097222E+0,-1.177666E+0
4.131944E+0,-1.174763E+0
4.166667E+0,-1.171860E+0
4.201389E+0,-1.168957E+0
4.236111E+0,-1.166054E+0
4.270833E+0,-1.163150E+0
4.305556E+0,-1.160247E+0
4.340278E+0,-1.157344E+0
4.375000E+0,-1.154441E+0
4.409722E+0,-1.151537E+0
4.444444E+0,-1.148634E+0
4.479167E+0,-1.145731E+0
4.513889E+0,-1.142828E+0
4.548611E+0,-1.139925E+0
4.583333E+0,-1.137021E+0
4.618056E+0,-1.134118E+0
4.652778E+0,-1.131215E+0
4.687500E+0,-1.128312E+0
4.722222E+0,-1.125408E+0
4.756944E+0,-1.122505E+0
4.791667E+0,-1.119602E+0
4.826389E+0,-1.116699E+0
4.861111E+0,-1.113796E+0
4.895833E+0,-1.110892E+0
4.930556E+0,-1.107989E+0
4.965278E+0,-1.105086E+0
5.000000E+0,-1.102183E+0
5.034722E+0,-1.099280E+0
5.069444E+0,-1.096376E+0
5.104167E+0,-1.093473E+0
5.138889E+0,-1.090570E+0
5.173611E+0,-1.087667E+0
5.208333E+0,-1.084763E+0
5.243056E+0,-1.081860E+0
5.277778E+0,-1.078957E+0
5.312500E+0,-1.076054E+0
5.347222E+0,-1.073151E+0
5.381944E+0,-1.070247E+0
5.416667E+0,-1.067344E+0
5.451389E+0,-1.064441E+0
5.486111E+0,-1.061538E+0
5.520833E+0,-1.058635E+0
5.555556E+0,-1.055731E+0
5.590278E+0,-1.052828E+0
5.625000E+0,-1.049925E+0
5.659722E+0,-1.047022E+0
